"Num_Auto_Bc","Num_BS_Caisse","Motif_Bs","MT_Chiffre_BS","MT_Lttre_BS","Date_Sortie","Date_Sortie1","Code_Service","Heure_s","Benef","Code_Rubrique","COD","SUPPRIM","NBEO"
"261","242","Achat cylindre et reglette photocopieuse secr DP","300000","Trois cent mille francs congolais","19/09/2022 00:00:00","2022/09/19","","30/12/1899 08:59:20","","","","NON","376"
"262","243","Frais d'approvisionnement frigo bureau IFI","200000","Deux cent mille francs congolais","19/09/2022 00:00:00","2022/09/19","","30/12/1899 09:00:45","","","","NON","377"
"263","244","frais d'approvisionnement frigo bureau comptable","180000","Cent quatre-vingt mille francs congolais","19/09/2022 00:00:00","2022/09/19","","30/12/1899 09:10:09","","","","NON","650"
"264","245","Collation en faveur d'un aviseur extérieur","1000000","Un million de francs congolais","19/09/2022 00:00:00","2022/09/19","","30/12/1899 09:11:17","","","","NON","379"
"265","246","Frais médicaux Kabombo","190000","Cent quatre-vingt  dix mille francs congolais","20/09/2022 00:00:00","2022/09/20","","30/12/1899 09:12:14","","","","NON","380"
"266","247","Frais d'abonnement CANAL +","730000","Sept cent trente mille francs congolais","20/09/2022 00:00:00","2022/09/20","","30/12/1899 09:13:02","","","","OUI","381"
"267","248","Course de service Kangala","5000","Cinq mille francs congolais","20/09/2022 00:00:00","2022/09/20","","30/12/1899 09:13:49","","","","NON","382"
"268","249","Aide & secours AHTFC","100000","Cent mille francs congolais","20/09/2022 00:00:00","2022/09/20","","30/12/1899 09:15:02","","","","NON","383"
"39","25","Frais de photocopies et reliure","550000","Cinq cent cinquante mille francs congolais","07/09/2022 00:00:00","2022/09/07","","30/12/1899 13:13:52","","","","NON","925"
"269","250","Course de service Lumumba","15000","Quinze mille francs congolais","20/09/2022 00:00:00","2022/09/20","","30/12/1899 09:15:56","","","","NON","384"
"270","251","Frais d'approvisionnement frigo SDA","220000","Deux cent vingt mille francs congolais","20/09/2022 00:00:00","2022/09/20","","30/12/1899 09:17:27","","","","NON","385"
"271","252","Achat carburant groupe électrogène GU","537000","Cinq cent trente sept mille francs congolais","21/09/2022 00:00:00","2022/09/21","","30/12/1899 09:18:45","","","","NON","386"
"272","253","Achat cadenas pour les malles","200000","Deux cent mille francs congolais","21/09/2022 00:00:00","2022/09/21","","30/12/1899 09:19:36","","","","NON","387"
"273","254","Course de service Biluka","10000","Dix mille francs congolais","21/09/2022 00:00:00","2022/09/21","","30/12/1899 09:20:20","","","","NON","389"
"274","255","Achat détergents anios gel 800","1827500","Un million huit cent vingt sept mille cinq cent sept francs congolais","21/09/2022 00:00:00","2022/09/21","","30/12/1899 09:24:40","","","","NON","391"
"275","256","Achat tuyau pour arrosage des fleurs ","410000","Quatre cent dix mille francs congolais","21/09/2022 00:00:00","2022/09/21","","30/12/1899 09:26:02","","","","NON","392"
"276","257","Achat crics pour jeeps","350000","Trois cent cinquante mille francs congolais","21/09/2022 00:00:00","2022/09/21","","30/12/1899 09:27:00","","","","NON","393"
"277","258","Achat paillassons pour bureaux","516250","Cinq cent seize mille deux cent cinquante francs congolais","21/09/2022 00:00:00","2022/09/21","","30/12/1899 09:27:57","","","","NON","394"
"278","259","Achat pièces de rechanges jeep 5598","702000","Sept cent deux mille francs congolais","21/09/2022 00:00:00","2022/09/21","","30/12/1899 09:28:58","","","","NON","395"
"40","26","Collation au comité se suivi de fonds social septembre 2022","3400000","Trois millions quatre cent mille francs congolais","07/09/2022 00:00:00","2022/09/07","","30/12/1899 13:17:20","","","","NON","927"
"279","260","Achat 02 jeux de positions arrières pour jeeps","538000","Cinq cent trente huit mille francs congolais","21/09/2022 00:00:00","2022/09/21","","30/12/1899 09:30:05","","","","NON","396"
"280","261","Course de service Mbemba","10000","Dix mille francs congolais","22/09/2022 00:00:00","2022/09/22","","30/12/1899 09:30:56","","","","NON","397"
"281","262","Achat 01 batterie 95 Ah 12 V pour jeep 5596","271766","Deux cent soixante  onze et mille sept cent soixante six francs congolais","22/09/2022 00:00:00","2022/09/22","","30/12/1899 09:32:17","","","","NON","398"
"15","1","Communication aux sous directions 15 au 19 aout et 22 au 26 aout 2022","3500000","Trois millions cinq cent mille francs congolais","01/09/2022 00:00:00","2022/09/01","","30/12/1899 12:43:53","","","","NON","648"
"24","10","Frais de depot et transmission courriers secr SDAF","250000","Deux cent cinquante mille francs congolais","02/09/2022 00:00:00","2022/09/02","","30/12/1899 12:55:22","","Frais de depot et transmission secr SDAF","","NON","910"
"114","100","Achat lubrifiant charroi","1500000","Un million cinq cent mille francs congolais","09/09/2022 00:00:00","2022/09/09","","30/12/1899 11:02:19","","Achat lubrifiant charroi","","NON","968"
"115","101","Achat touques en plastiques","624000","Six cent vingt quatre mille francs congolais","09/09/2022 00:00:00","2022/09/09","","30/12/1899 11:06:19","","Achat touques en plastiques","","NON","969"
"116","102","Achat rideaux et accessoires bureau SDAF","978900","Neuf cent soixante  dix-huit mille neuf cent francs congolais","09/09/2022 00:00:00","2022/09/09","","30/12/1899 11:08:17","","Achat rideaux et accessoires bureau SDAF","","NON","970"
"117","103","Frais d'entretien split bureaux","830000","Huit cent trente mille francs congolais","12/09/2022 00:00:00","2022/09/12","","30/12/1899 11:09:54","","Frais d'entretien split bureaux","","NON","971"
"118","104","Achat tambours en couleur pour 02 photocopieuses","1556000","Un million cinq cent cinquante six mille francs congolais","12/09/2022 00:00:00","2022/09/12","","30/12/1899 11:11:21","","Achat tambours en couleur pour 02 photocopieuses","","NON","972"
"119","105","Frais de réparation photocopieuses bureaux","978800","Neuf cent soixante  dix-huit mille huit cent francs congolais","12/09/2022 00:00:00","2022/09/12","","30/12/1899 11:12:51","","Frais de réparation photocopieuses bureaux","","NON","973"
"120","106","Frais de réparation et entretien groupe électrogène/Mitendi ","668600","Six cent soixante huit mille six cent huit francs congolais","12/09/2022 00:00:00","2022/09/12","","30/12/1899 11:14:30","","","","NON","974"
"121","107","Achat chambres à air jeep 5604","128000","Cent vingt huit mille francs congolais","12/09/2022 00:00:00","2022/09/12","","30/12/1899 11:16:03","","Achat chambres à air jeep 5604","","NON","976"
"122","108","Achat 01 onduleur K1VA","1785000","Un million sept cent quatre-vingt cinq mille francs congolais","12/09/2022 00:00:00","2022/09/12","","30/12/1899 13:49:35","","","","NON","677"
"123","109","Frais de lavage rideaux","130400","Cent trente mille quatre cent francs congolais","12/09/2022 00:00:00","2022/09/12","","30/12/1899 13:51:39","","","","NON","678"
"25","11","Course de service Ndeji","15000","Quinze mille francs congolais","02/09/2022 00:00:00","2022/09/02","","30/12/1899 12:56:27","","","","NON","911"
"124","110","Achat alternateur jeep 8236","685600","Six cent quatre-vingt cinq mille six cent cinq francs congolais","12/09/2022 00:00:00","2022/09/12","","30/12/1899 13:53:14","","","","NON","679"
"125","111","Frais d'impression et reliure (codes de douanes)","89500","Quatre-vingt neuf mille cinq cent neuf francs congolais","12/09/2022 00:00:00","2022/09/12","","30/12/1899 13:58:51","","","","NON","680"
"126","112","Paiement main d'oeuvre pour réparation groupe électrogène (solde)","1060000","Un million soixante mille francs congolais","12/09/2022 00:00:00","2022/09/12","","30/12/1899 14:01:56","","","","NON","682"
"127","113","Achat carburant charroi","20056750","Vingt millions cinquante six mille sept cent cinquante francs congolais","12/09/2022 00:00:00","2022/09/12","","30/12/1899 14:05:55","","","","NON","649"
"128","114","Achat Lap top","3001440","Mille quatre cent quarante francs congolais","12/09/2022 00:00:00","2022/09/12","","30/12/1899 14:13:06","","","","NON","685"
"129","115","Restauration aux participants à la réunion innovation sur le code de douane","840000","Huit cent quarante mille francs congolais","12/09/2022 00:00:00","2022/09/12","","30/12/1899 14:16:47","","","","NON","688"
"130","116","Frais de transport Schaotange","800000","Huit cent mille francs congolais","12/09/2022 00:00:00","2022/09/12","","30/12/1899 08:37:39","","","","OUI","691"
"131","117","Frais de réparation pneus jeep 6345","16000","Seize mille francs congolais","12/09/2022 00:00:00","2022/09/12","","30/12/1899 08:40:24","","","","NON","691"
"132","118","Frais de nettoyage jeep 5598","25000","Vingt cinq mille francs congolais","12/09/2022 00:00:00","2022/09/12","","30/12/1899 08:41:28","","","","NON","692"
"133","119","Frais d'entretien imprimante ","150000","Cent cinquante mille francs congolais","12/09/2022 00:00:00","2022/09/12","","30/12/1899 08:42:46","","","","NON","694"
"26","12","Frais de gardiennage de 02 bus tata","70000","Soixante  dix mille francs congolais","02/09/2022 00:00:00","2022/09/02","","30/12/1899 12:57:31","","","","NON","912"
"134","120","Frais d'installation microsoft office 2013 et anti virus ","340000","Trois cent quarante mille francs congolais","12/09/2022 00:00:00","2022/09/12","","30/12/1899 08:44:27","","","","NON","695"
"135","121","Achat carburant course de sce CD Mafuta","50000","Cinquante mille francs congolais","12/09/2022 00:00:00","2022/09/12","","30/12/1899 08:45:51","","","","NON","696"
"136","122","Achat 1 cylindre et 1m recepteur de frein jeep 8236","184000","Cent quatre-vingt quatre mille francs congolais","12/09/2022 00:00:00","2022/09/12","","30/12/1899 08:47:44","","","","NON","697"
"137","123","Frais d'entretien jeeps 5598 et 7252","656000","Six cent cinquante six mille francs congolais","12/09/2022 00:00:00","2022/09/12","","30/12/1899 08:48:41","","","","NON","698"
"138","124","Achat 4 pneus et 1 batterie 95 AH 6771","1271000","Un million deux cent soixante  onze et mille francs congolais","12/09/2022 00:00:00","2022/09/12","","30/12/1899 08:50:28","","","","NON","699"
"139","125","Achat 6 pneus pour bus 0648","7564500","Sept millions cinq cent soixante quatre mille cinq cent quatre francs congolais","12/09/2022 00:00:00","2022/09/12","","30/12/1899 08:51:32","","","","NON","700"
"140","126","Mission n° DGDA/340/DP/KV/212/22 (Kabila, Kulemfuka)","745500","Sept cent quarante cinq mille cinq cent cinq francs congolais","13/09/2022 00:00:00","2022/09/13","","30/12/1899 08:28:29","","","","NON","701"
"141","127","Acha 02 batteries 120 AH bus 2286","902000","Neuf cent deux mille francs congolais","13/09/2022 00:00:00","2022/09/13","","30/12/1899 08:41:46","","","","NON","702"
"142","128","Frais pour la climatisation jeep 5598","525000","Cinq cent vingt cinq mille francs congolais","13/09/2022 00:00:00","2022/09/13","","30/12/1899 08:42:55","","","","NON","703"
"143","129","Frais de réproduction clés de contact jeep 5598","42000","Quarante deux mille francs congolais","13/09/2022 00:00:00","2022/09/13","","30/12/1899 08:44:08","","Frais de réparation clés de contact jeep 5598","","NON","705"
"27","13","Course de service de l'IRT 29/08-02/09/22","600000","Six cent mille francs congolais","02/09/2022 00:00:00","2022/09/02","","30/12/1899 12:58:49","","","","NON","913"
"144","130","Achat table bureau SEP Ville","1430000","Un million quatre cent trente mille francs congolais","13/09/2022 00:00:00","2022/09/13","","30/12/1899 08:49:26","","","","NON","706"
"145","131","Frais de communication unité genre","500000","Cinq cent mille francs congolais","13/09/2022 00:00:00","2022/09/13","","30/12/1899 08:51:00","","","","NON","707"
"146","132","Achat fournitures de bureaux","6000000","Six millions de francs congolais","13/09/2022 00:00:00","2022/09/13","","30/12/1899 08:54:06","","","","NON","708"
"147","133","Frais de manutention sacs d'argent","10000","Dix mille francs congolais","13/09/2022 00:00:00","2022/09/13","","30/12/1899 08:56:01","","","","NON","709"
"148","134","Achat produit d'entretien","1200000","Un million deux cent mille francs congolais","13/09/2022 00:00:00","2022/09/13","","30/12/1899 08:57:01","","Achat produit d'entretien","","NON","710"
"149","135","Communication de service de l'IRHEL","200000","Deux cent mille francs congolais","13/09/2022 00:00:00","2022/09/13","","30/12/1899 08:58:14","","Communication de service de l'IRHEL","","NON","711"
"150","136","Achat matériels d'installation du logiciel","1998750","Un million neuf cent quatre-vingt  dix-huit mille sept cent cinquante francs congolais","13/09/2022 00:00:00","2022/09/13","","30/12/1899 09:00:17","","","","NON","712"
"151","137","Achat sacs vides et cordes pour emballages archives","320000","Trois cent vingt mille francs congolais","22/09/2022 00:00:00","2022/09/22","","30/12/1899 09:01:37","","","","OUI","713"
"152","138","Achat filtre à air et à gasoil jeep 4402","490000","Quatre cent quatre-vingt  dix mille francs congolais","13/09/2022 00:00:00","2022/09/13","","30/12/1899 09:02:51","","","","NON","714"
"153","139","Manutention des archives","700000","Sept cent mille francs congolais","13/09/2022 00:00:00","2022/09/13","","30/12/1899 09:03:58","","","","NON","715"
"28","14","Frais médicaux Bobola","600000","Six cent mille francs congolais","02/09/2022 00:00:00","2022/09/02","","30/12/1899 12:59:58","","","","NON","914"
"154","140","Achat pièces de rechanges jeep 5604","1972000","Un million neuf cent soixante  douze mille francs congolais","13/09/2022 00:00:00","2022/09/13","","30/12/1899 09:05:04","","","","NON","716"
"155","141","Achat 01 conditionnement d'air","1650000","Un million six cent cinquante mille francs congolais","13/09/2022 00:00:00","2022/09/13","","30/12/1899 09:06:36","","","","NON","717"
"156","142","Achat 01 boite de vitesse pour véh. 6771","1710000","Un million sept cent dix mille francs congolais","13/09/2022 00:00:00","2022/09/13","","30/12/1899 09:07:58","","","","NON","718"
"157","143","Frais de justice","1500000","Un million cinq cent mille francs congolais","13/09/2022 00:00:00","2022/09/13","","30/12/1899 09:08:51","","","","NON","719"
"158","144","Prestation des heures suppl. trav. extraord. Bracgo juillet 22","7440000","Sept millions quatre cent quarante mille francs congolais","13/09/2022 00:00:00","2022/09/13","","30/12/1899 09:12:56","","","","NON","720"
"159","145","Frais d'entretien split secr SDA et main d'oeuvre","225940","Deux cent vingt cinq mille neuf cent quarante francs congolais","13/09/2022 00:00:00","2022/09/13","","30/12/1899 09:14:58","","","","NON","721"
"160","146","Emprunt financier Bobola Bwana","1000000","Un million de francs congolais","13/09/2022 00:00:00","2022/09/13","","30/12/1899 09:16:10","","","","NON","723"
"161","147","Emprunt financier Ngalula","1000000","Un million de francs congolais","13/09/2022 00:00:00","2022/09/13","","30/12/1899 09:16:58","","Emprunt financier Ngalula","","NON","724"
"162","148","Frais médicaux Belenda 1ere acpte","8720000","Huit millions sept cent vingt mille francs congolais","13/09/2022 00:00:00","2022/09/13","","30/12/1899 09:18:33","","","","NON","725"
"163","149","Frais médicaux Kabombo 1ere acpte","5450000","Cinq millions quatre cent cinquante mille francs congolais","13/09/2022 00:00:00","2022/09/13","","30/12/1899 09:19:33","","Frais médicaux Kabombo 1ere acpte","","NON","726"
"29","15","Frais de transport aux nettoyeurs 29/08-02/09/22","245000","Deux cent quarante cinq mille francs congolais","02/09/2022 00:00:00","2022/09/02","","30/12/1899 13:01:17","","","","NON","915"
"164","150","Frais médicaux Epouse Mambu","1900200","Un million neuf cent mille deux cent francs congolais","13/09/2022 00:00:00","2022/09/13","","30/12/1899 09:21:10","","","","NON","727"
"165","151","Aide & secours OPHECO","200000","Deux cent mille francs congolais","13/09/2022 00:00:00","2022/09/13","","30/12/1899 09:22:15","","","","NON","728"
"166","152","Frais médicaux Kaloumbi 1ere acpte","860000","Huit cent soixante mille francs congolais","13/09/2022 00:00:00","2022/09/13","","30/12/1899 09:23:31","","Frais médicaux KAloumbi 1ere acpte","","NON","729"
"167","153","Achat jantes bus 2286","1220000","Un million deux cent vingt mille francs congolais","14/09/2022 00:00:00","2022/09/14","","30/12/1899 09:39:12","","","","NON","731"
"168","154","Frais de fabrication étagères","2780200","Deux millions sept cent quatre-vingt mille deux cent francs congolais","14/09/2022 00:00:00","2022/09/14","","30/12/1899 09:40:17","","","","NON","732"
"169","155","Mission n° 194/22 (Kabila, Kulemfuka)","497000","Quatre cent quatre-vingt  dix-sept mille francs congolais","14/09/2022 00:00:00","2022/09/14","","30/12/1899 09:42:41","","","","NON","733"
"170","156","Assistance aux sourds muets","500000","Cinq cent mille francs congolais","14/09/2022 00:00:00","2022/09/14","","30/12/1899 09:43:46","","","","NON","734"
"171","157","Frais d'impression cartes de visites","210000","Deux cent dix mille francs congolais","14/09/2022 00:00:00","2022/09/14","","30/12/1899 09:44:37","","","","NON","735"
"172","158","Achat couverts de tables","250000","Deux cent cinquante mille francs congolais","14/09/2022 00:00:00","2022/09/14","","30/12/1899 09:46:02","","","","NON","736"
"173","159","Achar carte logique pour imprimante bureau IFI","770000","Sept cent soixante  dix mille francs congolais","14/09/2022 00:00:00","2022/09/14","","30/12/1899 09:47:51","","","","NON","737"
"30","16","Course de service Ntumba","30000","Trente mille francs congolais","02/09/2022 00:00:00","2022/09/02","","30/12/1899 13:02:03","","","","NON","916"
"174","160","Achat téléphone cellulaire pour le comptable","876000","Huit cent soixante  seize mille francs congolais","14/09/2022 00:00:00","2022/09/14","","30/12/1899 09:48:56","","","","NON","738"
"175","161","Achat projecteurs de 350 W","835000","Huit cent trente cinq mille francs congolais","14/09/2022 00:00:00","2022/09/14","","30/12/1899 09:49:53","","","","NON","739"
"176","162","Achat retroviseurs jeep 4406, 8237","253000","Deux cent cinquante trois mille francs congolais","14/09/2022 00:00:00","2022/09/14","","30/12/1899 09:51:06","","","","NON","740"
"177","163","Achat switchs à multiples poles","836500","Huit cent trente six mille cinq cent six francs congolais","14/09/2022 00:00:00","2022/09/14","","30/12/1899 09:52:14","","","","NON","741"
"178","164","Achat modem wifi bureau PDSP","585000","Cinq cent quatre-vingt cinq mille francs congolais","14/09/2022 00:00:00","2022/09/14","","30/12/1899 09:55:05","","","","NON","742"
"179","165","Achat sabots de frein jeep 5604","950000","Neuf cent cinquante mille francs congolais","14/09/2022 00:00:00","2022/09/14","","30/12/1899 09:56:19","","","","NON","743"
"180","166","Achat pièces de rechanges jeep 8236","950000","Neuf cent cinquante mille francs congolais","14/09/2022 00:00:00","2022/09/14","","30/12/1899 09:57:20","","","","OUI","744"
"181","167","Achat carte mémoire et acc. groupe électrogène ","1710000","Un million sept cent dix mille francs congolais","14/09/2022 00:00:00","2022/09/14","","30/12/1899 09:59:24","","","","NON","745"
"182","168","Achat cafétière, tasses, plateaux pour bureau SDAF","250000","Deux cent cinquante mille francs congolais","14/09/2022 00:00:00","2022/09/14","","30/12/1899 10:06:44","","","","NON","746"
"183","169","Achat pièces de rechanges jeep 4406","985500","Neuf cent quatre-vingt cinq mille cinq cent cinq francs congolais","14/09/2022 00:00:00","2022/09/14","","30/12/1899 10:08:04","","","","NON","747"
"31","17","Achat carburant course de service et collation chauffeur","124250","Cent vingt quatre mille deux cent cinquante francs congolais","05/09/2022 00:00:00","2022/09/05","","30/12/1899 13:03:30","","","","OUI","916"
"184","170","Achat indicateurs de courriers bureaux","650000","Six cent cinquante mille francs congolais","14/09/2022 00:00:00","2022/09/14","","30/12/1899 10:10:20","","","","NON","748"
"185","171","Achat toners laser en couleur pour photocopieuse","945000","Neuf cent quarante cinq mille francs congolais","14/09/2022 00:00:00","2022/09/14","","30/12/1899 10:13:11","","","","NON","749"
"186","172","Achat échelle pour Guichet unique","858600","Huit cent cinquante huit mille six cent huit francs congolais","14/09/2022 00:00:00","2022/09/14","","30/12/1899 10:17:36","","Achat échelle pour Guichet unique","","NON","750"
"187","173","Achat 05 pneus 750 R16 jeep 5596","1995000","Un million neuf cent quatre-vingt  quinze mille francs congolais","14/09/2022 00:00:00","2022/09/14","","30/12/1899 10:48:35","","","","NON","751"
"188","174","Course de service Lumumba","15000","Quinze mille francs congolais","14/09/2022 00:00:00","2022/09/14","","30/12/1899 10:49:35","","","","NON","752"
"189","175","Mission n° 192/22 (Fitumbe, Bamue)","397000","Trois cent quatre-vingt  dix-sept mille francs congolais","14/09/2022 00:00:00","2022/09/14","","30/12/1899 10:51:17","","","","NON","753"
"190","176","Pment facture IK sce ramassage immondice GU aout 22","220000","Deux cent vingt mille francs congolais","14/09/2022 00:00:00","2022/09/14","","30/12/1899 10:52:41","","","","NON","754"
"191","177","Achat carburant course de sce jeep 5604","49700","Quarante neuf mille sept cent neuf francs congolais","14/09/2022 00:00:00","2022/09/14","","30/12/1899 10:54:01","","","","NON","755"
"192","178","Achat pendule","28000","Vingt huit mille francs congolais","14/09/2022 00:00:00","2022/09/14","","30/12/1899 10:55:12","","","","NON","756"
"193","179","PV CX n° 003/22 P/C Oris Congo 3eme acpte","2711467,5","Deux millions sept cent onze mille quatre cent soixante sept et cinquante centime francs congolais","14/09/2022 00:00:00","2022/09/14","","30/12/1899 10:57:16","","","","NON","757"
"32","18","collation mensuelle aux policiers commis à la garde des canots rapides de la DGDA au Beach Ngobila aout 2022","1050000","Un million cinquante mille francs congolais","05/09/2022 00:00:00","2022/09/05","","30/12/1899 13:05:54","","","","NON","918"
"194","180","Frais médicaux enfant agent Ndeji","126700","Cent vingt six mille sept cent six francs congolais","14/09/2022 00:00:00","2022/09/14","","30/12/1899 10:58:40","","","","NON","758"
"195","181","Frais médicaux SAFI 1ere acpte","400000","Quatre cent mille francs congolais","14/09/2022 00:00:00","2022/09/14","","30/12/1899 10:59:57","","","","NON","759"
"196","182","Frais médicaux Djema ","658540","Six cent cinquante huit mille cinq cent quarante francs congolais","14/09/2022 00:00:00","2022/09/14","","30/12/1899 11:01:05","","","","NON","760"
"197","183","Frais médicaux ANIFA ","1647658","Un million six cent quarante sept mille six cent cinquante huit francs congolais","14/09/2022 00:00:00","2022/09/14","","30/12/1899 11:02:25","","","","NON","761"
"198","184","Abonnement annuel journal Lbre Débat solde","400000","Quatre cent mille francs congolais","14/09/2022 00:00:00","2022/09/14","","30/12/1899 11:04:06","","Frais d'abonnement annuel journal Lbre Débat solde","","NON","762"
"199","185","Collation aux agents ayant presté le samedi 20/08/22","200000","Deux cent mille francs congolais","14/09/2022 00:00:00","2022/09/14","","30/12/1899 11:05:50","","","","NON","763"
"200","186","Collation aux cadres et agents pr travaux intensifs 23/07/22","510000","Cinq cent dix mille francs congolais","14/09/2022 00:00:00","2022/09/14","","30/12/1899 11:07:35","","","","NON","764"
"201","187","Pment facture SCPT cons. energie électrique au GU fev. 22","4869280","Quatre millions huit cent soixante neuf mille deux cent quatre-vingt francs congolais","14/09/2022 00:00:00","2022/09/14","","30/12/1899 11:11:52","","","","NON","765"
"202","188","Paiement loyer bureau Mitendi aout 2022","800000","Huit cent mille francs congolais","15/09/2022 00:00:00","2022/09/15","","30/12/1899 12:31:50","","","","NON","766"
"203","189","Achat rideaux pour bureau IRHEL","400000","Quatre cent mille francs congolais","15/09/2022 00:00:00","2022/09/15","","30/12/1899 12:57:23","","","","NON","768"
"33","19","Course de service Basolua","15000","Quinze mille francs congolais","05/09/2022 00:00:00","2022/09/05","","30/12/1899 13:06:38","","Coiurse de service Basolua","","NON","919"
"204","190","Achait chaise et table bureau ITVRO","940000","Neuf cent quarante mille francs congolais","15/09/2022 00:00:00","2022/09/15","","30/12/1899 12:59:16","","Achait chaise et table bureau de l;ITVRO","","NON","769"
"205","191","Frais d'installation programmes dans l'ordinateur et config. réseau","900000","Neuf cent mille francs congolais","15/09/2022 00:00:00","2022/09/15","","30/12/1899 13:04:25","","","","NON","770"
"206","192","Achat photocopieuse canon 2520 bureau SEP","2990000","Deux millions neuf cent quatre-vingt  dix mille francs congolais","15/09/2022 00:00:00","2022/09/15","","30/12/1899 13:10:57","","","","NON","771"
"207","193","Frais pour services extérieurs","1500000","Un million cinq cent mille francs congolais","15/09/2022 00:00:00","2022/09/15","","30/12/1899 13:25:11","","","","NON","772"
"208","194","Achat pièces de rechanges jeep 5598","1930000","Un million neuf cent trente mille francs congolais","15/09/2022 00:00:00","2022/09/15","","30/12/1899 13:26:33","","","","NON","773"
