"Num_Auto_Mvt","Num_Mvt","Mvt","Categorie","Categdep","MT_Chiffre_Mvt_R","MT_Chiffre_Mvt_D","MT_Lttre_Mvt","Motif_Mvt","Date_Mvt","Date_Mvt1","DATBEO","TYPE","DESIGN","Code_Service","Service_Mvt","COMPT","DAF","DP","Solde_Av_Mvt","Solde_Av_Mvt1","Solde_Ap_Mvt","Solde_Ap_Mvt1","Heure_Mvt","Benef_Mvt","Code_Rubrique","Rubrique_Mvt","REP","CODE","MOIS","ANNE","MOISAN","MOISAN2","NBEO","MLMOIS","DATF","TITRE","COD"
"184","3","Dépenses","Dépenses","Dépenses","0","15000","Quinze mille francs congolais","Course de service Ndeji","01/09/2022 00:00:00","2022/09/01","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","298901621,52","298901621,52","298886621,52","298886621,52","30/12/1899 12:46:50","","","","0","618120","SEPTEMBRE","2022","SEPTEMBRE/2022","","902","Francs Congolais:  Vingt quatre millions huit cent quinzequatre mille huit cent vingt sept et cinquante six centime","30/09/2022","","1"
"185","4","Dépenses","Dépenses","Dépenses","0","30000","Trente mille francs congolais","Frais de restauration aux policiers de garde KV","01/09/2022 00:00:00","2022/09/01","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","298886621,52","298886621,52","298856621,52","298856621,52","30/12/1899 12:47:53","","","","0","604130","SEPTEMBRE","2022","SEPTEMBRE/2022","","904","Francs Congolais:  Vingt quatre millions huit cent quinzequatre mille huit cent vingt sept et cinquante six centime","30/09/2022","","1"
"186","5","Dépenses","Dépenses","Dépenses","0","512500","Cinq cent douze mille cinq cent francs congolais","Achat cartouche pour l'Inspection des statistiques","01/09/2022 00:00:00","2022/09/01","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","298856621,52","298856621,52","298344121,52","298344121,52","30/12/1899 12:49:05","","","","0","604720","SEPTEMBRE","2022","SEPTEMBRE/2022","","905","Francs Congolais:  Vingt quatre millions huit cent quinzequatre mille huit cent vingt sept et cinquante six centime","30/09/2022","","1"
"187","6","Dépenses","Dépenses","Dépenses","0","3100000","Trois millions cent mille francs congolais","Achat complément carburant charroi","02/09/2022 00:00:00","2022/09/02","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","298344121,52","298344121,52","295244121,52","295244121,52","30/12/1899 12:50:27","","","","0","604210","SEPTEMBRE","2022","SEPTEMBRE/2022","","906","Francs Congolais:  Vingt quatre millions huit cent quinzequatre mille huit cent vingt sept et cinquante six centime","30/09/2022","","1"
"188","7","Dépenses","Dépenses","Dépenses","0","15000","Quinze mille francs congolais","Course de service Lumumba","02/09/2022 00:00:00","2022/09/02","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","295244121,52","295244121,52","295229121,52","295229121,52","30/12/1899 12:51:12","","","","0","618120","SEPTEMBRE","2022","SEPTEMBRE/2022","","907","Francs Congolais:  Vingt quatre millions huit cent quinzequatre mille huit cent vingt sept et cinquante six centime","30/09/2022","","1"
"189","8","Dépenses","Dépenses","Dépenses","0","210000","Deux cent dix mille francs congolais","Collation hebdo aux policiers de garde KV 29 aout au 02/09/22","02/09/2022 00:00:00","2022/09/02","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","295229121,52","295229121,52","295019121,52","295019121,52","30/12/1899 12:52:57","","","","0","663841","SEPTEMBRE","2022","SEPTEMBRE/2022","","908","Francs Congolais:  Vingt quatre millions huit cent quinzequatre mille huit cent vingt sept et cinquante six centime","30/09/2022","","1"
"190","9","Dépenses","Dépenses","Dépenses","0","350000","Trois cent cinquante mille francs congolais","Frais de dépot et transmission courrier secr DP","02/09/2022 00:00:00","2022/09/02","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","295019121,52","295019121,52","294669121,52","294669121,52","30/12/1899 12:54:18","","","","0","618120","SEPTEMBRE","2022","SEPTEMBRE/2022","","909","Francs Congolais:  Vingt quatre millions huit cent quinzequatre mille huit cent vingt sept et cinquante six centime","30/09/2022","","1"
"191","10","Dépenses","Dépenses","Dépenses","0","250000","Deux cent cinquante mille francs congolais","Frais de depot et transmission courriers secr SDAF","02/09/2022 00:00:00","2022/09/02","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","294669121,52","294669121,52","294419121,52","294419121,52","30/12/1899 12:55:22","","","","0","618120","SEPTEMBRE","2022","SEPTEMBRE/2022","","910","Francs Congolais:  Vingt quatre millions huit cent quinzequatre mille huit cent vingt sept et cinquante six centime","30/09/2022","","1"
"192","11","Dépenses","Dépenses","Dépenses","0","15000","Quinze mille francs congolais","Course de service Ndeji","02/09/2022 00:00:00","2022/09/02","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","294419121,52","294419121,52","294404121,52","294404121,52","30/12/1899 12:56:27","","","","0","618120","SEPTEMBRE","2022","SEPTEMBRE/2022","","911","Francs Congolais:  Vingt quatre millions huit cent quinzequatre mille huit cent vingt sept et cinquante six centime","30/09/2022","","1"
"193","12","Dépenses","Dépenses","Dépenses","0","70000","Soixante  dix mille francs congolais","Frais de gardiennage de 02 bus tata","02/09/2022 00:00:00","2022/09/02","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","294404121,52","294404121,52","294334121,52","294334121,52","30/12/1899 12:57:31","","","","0","632840","SEPTEMBRE","2022","SEPTEMBRE/2022","","912","Francs Congolais:  Vingt quatre millions huit cent quinzequatre mille huit cent vingt sept et cinquante six centime","30/09/2022","","1"
"194","13","Dépenses","Dépenses","Dépenses","0","600000","Six cent mille francs congolais","Course de service de l'IRT 29/08-02/09/22","02/09/2022 00:00:00","2022/09/02","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","294334121,52","294334121,52","293734121,52","293734121,52","30/12/1899 12:58:49","","","","0","618120","SEPTEMBRE","2022","SEPTEMBRE/2022","","913","Francs Congolais:  Vingt quatre millions huit cent quinzequatre mille huit cent vingt sept et cinquante six centime","30/09/2022","","1"
"195","14","Dépenses","Dépenses","Dépenses","0","600000","Six cent mille francs congolais","Frais médicaux Bobola","02/09/2022 00:00:00","2022/09/02","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","293734121,52","293734121,52","293134121,52","293134121,52","30/12/1899 12:59:58","","","","0","632831","SEPTEMBRE","2022","SEPTEMBRE/2022","","914","Francs Congolais:  Vingt quatre millions huit cent quinzequatre mille huit cent vingt sept et cinquante six centime","30/09/2022","","1"
"196","15","Dépenses","Dépenses","Dépenses","0","245000","Deux cent quarante cinq mille francs congolais","Frais de transport aux nettoyeurs 29/08-02/09/22","02/09/2022 00:00:00","2022/09/02","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","293134121,52","293134121,52","292889121,52","292889121,52","30/12/1899 13:01:17","","","","0","618120","SEPTEMBRE","2022","SEPTEMBRE/2022","","915","Francs Congolais:  Vingt quatre millions huit cent quinzequatre mille huit cent vingt sept et cinquante six centime","30/09/2022","","1"
"197","16","Dépenses","Dépenses","Dépenses","0","30000","Trente mille francs congolais","Course de service Ntumba","02/09/2022 00:00:00","2022/09/02","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","292889121,52","292889121,52","292859121,52","292859121,52","30/12/1899 13:02:03","","","","0","618120","SEPTEMBRE","2022","SEPTEMBRE/2022","","916","Francs Congolais:  Vingt quatre millions huit cent quinzequatre mille huit cent vingt sept et cinquante six centime","30/09/2022","","1"
"199","18","Dépenses","Dépenses","Dépenses","0","1050000","Un million cinquante mille francs congolais","collation mensuelle aux policiers commis à la garde des canots rapides de la DGDA au Beach Ngobila aout 2022","05/09/2022 00:00:00","2022/09/05","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","292734871,52","292734871,52","291684871,52","291684871,52","30/12/1899 13:05:54","","","","0","663841","SEPTEMBRE","2022","SEPTEMBRE/2022","","918","Francs Congolais:  Vingt quatre millions huit cent quinzequatre mille huit cent vingt sept et cinquante six centime","30/09/2022","","1"
"200","19","Dépenses","Dépenses","Dépenses","0","15000","Quinze mille francs congolais","Course de service Basolua","05/09/2022 00:00:00","2022/09/05","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","291684871,52","291684871,52","291669871,52","291669871,52","30/12/1899 13:06:38","","","","0","618120","SEPTEMBRE","2022","SEPTEMBRE/2022","","919","Francs Congolais:  Vingt quatre millions huit cent quinzequatre mille huit cent vingt sept et cinquante six centime","30/09/2022","","1"
"201","20","Dépenses","Dépenses","Dépenses","0","15000","Quinze mille francs congolais","Course de serrvice Lumumba","05/09/2022 00:00:00","2022/09/05","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","291669871,52","291669871,52","291654871,52","291654871,52","30/12/1899 13:07:26","","","","0","618120","SEPTEMBRE","2022","SEPTEMBRE/2022","","920","Francs Congolais:  Vingt quatre millions huit cent quinzequatre mille huit cent vingt sept et cinquante six centime","30/09/2022","","1"
"202","21","Dépenses","Dépenses","Dépenses","0","2000000","Deux millions de francs congolais","Frais d'abonnement annuel journal Libre débat","06/09/2022 00:00:00","2022/09/06","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","291654871,52","291654871,52","289654871,52","289654871,52","30/12/1899 13:09:04","","","","0","626530","SEPTEMBRE","2022","SEPTEMBRE/2022","","921","Francs Congolais:  Vingt quatre millions huit cent quinzequatre mille huit cent vingt sept et cinquante six centime","30/09/2022","","1"
"203","22","Dépenses","Dépenses","Dépenses","0","197000","Cent quatre-vingt  dix-sept mille francs congolais","Achat cartouche et papier royal","06/09/2022 00:00:00","2022/09/06","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","289654871,52","289654871,52","289457871,52","289457871,52","30/12/1899 13:09:58","","","","0","604720","SEPTEMBRE","2022","SEPTEMBRE/2022","","922","Francs Congolais:  Vingt quatre millions huit cent quinzequatre mille huit cent vingt sept et cinquante six centime","30/09/2022","","1"
"204","23","Dépenses","Dépenses","Dépenses","0","15000","Quinze mille francs congolais","Course de service Ndeji","06/09/2022 00:00:00","2022/09/06","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","289457871,52","289457871,52","289442871,52","289442871,52","30/12/1899 13:10:42","","","","0","618120","SEPTEMBRE","2022","SEPTEMBRE/2022","","923","Francs Congolais:  Vingt quatre millions huit cent quinzequatre mille huit cent vingt sept et cinquante six centime","30/09/2022","","1"
"205","24","Dépenses","Dépenses","Dépenses","0","10000","Dix mille francs congolais","Course de service Ntumba","07/09/2022 00:00:00","2022/09/07","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","289442871,52","289442871,52","289432871,52","289432871,52","30/12/1899 13:11:57","","","","0","618120","SEPTEMBRE","2022","SEPTEMBRE/2022","","924","Francs Congolais:  Vingt quatre millions huit cent quinzequatre mille huit cent vingt sept et cinquante six centime","30/09/2022","","1"
"206","25","Dépenses","Dépenses","Dépenses","0","550000","Cinq cent cinquante mille francs congolais","Frais de photocopies et reliure","07/09/2022 00:00:00","2022/09/07","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","289432871,52","289432871,52","288882871,52","288882871,52","30/12/1899 13:13:52","","","","0","632860","SEPTEMBRE","2022","SEPTEMBRE/2022","","925","Francs Congolais:  Vingt quatre millions huit cent quinzequatre mille huit cent vingt sept et cinquante six centime","30/09/2022","","1"
"207","26","Dépenses","Dépenses","Dépenses","0","3400000","Trois millions quatre cent mille francs congolais","Collation au comité se suivi de fonds social septembre 2022","07/09/2022 00:00:00","2022/09/07","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","288882871,52","288882871,52","285482871,52","285482871,52","30/12/1899 13:17:20","","","","0","663841","SEPTEMBRE","2022","SEPTEMBRE/2022","","927","Francs Congolais:  Vingt quatre millions huit cent quinzequatre mille huit cent vingt sept et cinquante six centime","30/09/2022","","1"
"208","27","Dépenses","Dépenses","Dépenses","0","21000","Vingt  et un mille francs congolais","Achat encre tredat pour le cachet","07/09/2022 00:00:00","2022/09/07","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","285482871,52","285482871,52","285461871,52","285461871,52","30/12/1899 13:18:53","","","","0","604710","SEPTEMBRE","2022","SEPTEMBRE/2022","","928","Francs Congolais:  Vingt quatre millions huit cent quinzequatre mille huit cent vingt sept et cinquante six centime","30/09/2022","","1"
"209","28","Dépenses","Dépenses","Dépenses","0","600000","Six cent mille francs congolais","Frais de réunion de direction","08/09/2022 00:00:00","2022/09/08","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","285461871,52","285461871,52","284861871,52","284861871,52","30/12/1899 13:19:59","","","","0","604130","SEPTEMBRE","2022","SEPTEMBRE/2022","","929","Francs Congolais:  Vingt quatre millions huit cent quinzequatre mille huit cent vingt sept et cinquante six centime","30/09/2022","","1"
"210","29","Dépenses","Dépenses","Dépenses","0","60725","Soixante mille sept cent vingt cinq francs congolais","Frais médicaux Ntumba","08/09/2022 00:00:00","2022/09/08","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","284861871,52","284861871,52","284801146,52","284801146,52","30/12/1899 13:20:59","","","","0","632831","SEPTEMBRE","2022","SEPTEMBRE/2022","","930","Francs Congolais:  Vingt quatre millions huit cent quinzequatre mille huit cent vingt sept et cinquante six centime","30/09/2022","","1"
"211","30","Dépenses","Dépenses","Dépenses","0","7500000","Sept millions cinq cent mille francs congolais","Prime amendes transactionnelle aout 2022","08/09/2022 00:00:00","2022/09/08","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","284801146,52","284801146,52","277301146,52","277301146,52","30/12/1899 13:22:00","","","","0","661273","SEPTEMBRE","2022","SEPTEMBRE/2022","","931","Francs Congolais:  Vingt quatre millions huit cent quinzequatre mille huit cent vingt sept et cinquante six centime","30/09/2022","","1"
"212","31","Dépenses","Dépenses","Dépenses","0","326000","Trois cent vingt six mille francs congolais","Frais d'impression et reliure","08/09/2022 00:00:00","2022/09/08","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","277301146,52","277301146,52","276975146,52","276975146,52","30/12/1899 13:22:59","","","","0","632860","SEPTEMBRE","2022","SEPTEMBRE/2022","","932","Francs Congolais:  Vingt quatre millions huit cent quinzequatre mille huit cent vingt sept et cinquante six centime","30/09/2022","","1"
"213","32","Dépenses","Dépenses","Dépenses","0","210000","Deux cent dix mille francs congolais","Collation hebdo aux policiers de garde 05-09/09/22","09/09/2022 00:00:00","2022/09/09","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","276975146,52","276975146,52","276765146,52","276765146,52","30/12/1899 13:31:22","","","","0","663841","SEPTEMBRE","2022","SEPTEMBRE/2022","","934","Francs Congolais:  Vingt quatre millions huit cent quinzequatre mille huit cent vingt sept et cinquante six centime","30/09/2022","","1"
"214","33","Dépenses","Dépenses","Dépenses","0","70000","Soixante  dix mille francs congolais","Frais de gardiennage de 02 bus tata","09/09/2022 00:00:00","2022/09/09","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","276765146,52","276765146,52","276695146,52","276695146,52","30/12/1899 13:33:51","","","","0","632840","SEPTEMBRE","2022","SEPTEMBRE/2022","","935","Francs Congolais:  Vingt quatre millions huit cent quinzequatre mille huit cent vingt sept et cinquante six centime","30/09/2022","","1"
"215","34","Dépenses","Dépenses","Dépenses","0","250000","Deux cent cinquante mille francs congolais","Frais de depot et transmission courriers secr SDAF","09/09/2022 00:00:00","2022/09/09","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","276695146,52","276695146,52","276445146,52","276445146,52","30/12/1899 13:35:20","","","","0","618120","SEPTEMBRE","2022","SEPTEMBRE/2022","","936","Francs Congolais:  Vingt quatre millions huit cent quinzequatre mille huit cent vingt sept et cinquante six centime","30/09/2022","","1"
"216","35","Dépenses","Dépenses","Dépenses","0","600000","Six cent mille francs congolais","Course de service de l'IRT 05-09/09/22","09/09/2022 00:00:00","2022/09/09","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","276445146,52","276445146,52","275845146,52","275845146,52","30/12/1899 13:36:22","","","","0","618120","SEPTEMBRE","2022","SEPTEMBRE/2022","","937","Francs Congolais:  Vingt quatre millions huit cent quinzequatre mille huit cent vingt sept et cinquante six centime","30/09/2022","","1"
"217","36","Dépenses","Dépenses","Dépenses","0","15000","Quinze mille francs congolais","Course de service Ndeji","09/09/2022 00:00:00","2022/09/09","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","275845146,52","275845146,52","275830146,52","275830146,52","30/12/1899 13:37:05","","","","0","618120","SEPTEMBRE","2022","SEPTEMBRE/2022","","938","Francs Congolais:  Vingt quatre millions huit cent quinzequatre mille huit cent vingt sept et cinquante six centime","30/09/2022","","1"
"218","37","Dépenses","Dépenses","Dépenses","0","350000","Trois cent cinquante mille francs congolais","Frais de depot et transmission courriers secr DP","09/09/2022 00:00:00","2022/09/09","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","275830146,52","275830146,52","275480146,52","275480146,52","30/12/1899 13:38:00","","","","0","618120","SEPTEMBRE","2022","SEPTEMBRE/2022","","939","Francs Congolais:  Vingt quatre millions huit cent quinzequatre mille huit cent vingt sept et cinquante six centime","30/09/2022","","1"
"219","38","Dépenses","Dépenses","Dépenses","0","15000","Quinze mille francs congolais","Course de service Lumumba","09/09/2022 00:00:00","2022/09/09","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","275480146,52","275480146,52","275465146,52","275465146,52","30/12/1899 13:38:48","","","","0","618120","SEPTEMBRE","2022","SEPTEMBRE/2022","","940","Francs Congolais:  Vingt quatre millions huit cent quinzequatre mille huit cent vingt sept et cinquante six centime","30/09/2022","","1"
"220","39","Dépenses","Dépenses","Dépenses","0","5000","Cinq mille francs congolais","Course de servicde Ngolela","09/09/2022 00:00:00","2022/09/09","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","275465146,52","275465146,52","275460146,52","275460146,52","30/12/1899 13:39:33","","","","0","618120","SEPTEMBRE","2022","SEPTEMBRE/2022","","941","Francs Congolais:  Vingt quatre millions huit cent quinzequatre mille huit cent vingt sept et cinquante six centime","30/09/2022","","1"
"222","12","Recettes","Recettes","Recettes","2053730","0","Deux millions cinquante trois mille sept cent trente francs congolais","KV, vente imprimés (BA)","13/09/2022 00:00:00","2022/09/13","","AUTRES","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","275335896,52","275335896,52","277389626","277389626","30/12/1899 09:24:12","Centre Médical","","","0","707820","SEPTEMBRE","2022","SEPTEMBRE/2022","","","Francs Congolais:  Vingt quatre millions huit cent quinzequatre mille huit cent vingt sept et cinquante six centime","30/09/2022","","1"
